eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/clip_fraction,train/clip_range,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/loss,train/n_updates,train/entropy_loss,train/explained_variance,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,time/time_elapsed
27.0,53.835243225097656,151552,,,,,,,,,,,,,,,
27.0,54.675537109375,152576,0.5791015625,0.2,0.0003,0.14216262,-0.0366288186312886,18.737789970636367,9.961310386657715,740,-3.37048547193408,0.0,,,,,
27.0,55.21817398071289,153600,,,,,,,,,,,,,,,
27.0,56.87904739379883,154624,0.488232421875,0.2,0.0003,0.11147748,-0.025800817723211366,19.807270660996437,11.280228614807129,750,-3.3693502068519594,1.1920928955078125e-07,,,,,
27.0,55.16658020019531,155648,,,,,,,,,,,,,,,
27.0,53.61573028564453,156672,0.49716796875,0.2,0.0003,0.10675958,-0.038938718680583406,16.88933093547821,8.383584976196289,760,-3.3778012588620188,1.1920928955078125e-07,,,,,
27.0,54.88090515136719,157696,,,,,,,,,,,,,,,
27.0,53.61078643798828,158720,0.48544921875,0.2,0.0003,0.11972474,-0.02314786440547323,23.295383974909782,11.386228561401367,770,-3.3642208233475683,0.0,,,,,
27.0,57.134761810302734,159744,,,,,,,,,,,,,,,
27.0,53.17307662963867,160768,0.49443359375,0.2,0.0003,0.1232864,-0.03443413842760492,20.194031220674514,7.138774871826172,780,-3.3636482417583466,0.0,,,,,
27.0,53.020633697509766,161792,,,,,,,,,,,,,,,
27.0,56.116607666015625,162816,0.464111328125,0.2,0.0003,0.11217919,-0.022887546004494653,20.113266798853875,8.926689147949219,790,-3.363897641003132,0.0,,,,,
27.0,53.52914047241211,163840,,,,,,,,,,,,,,,
,,163840,,,,,,,,,,,59.63622329,517,27.0,80,316
27.0,57.212284088134766,164864,0.497607421875,0.2,0.0003,0.10021667,-0.021987765397352633,18.55170902311802,11.977409362792969,800,-3.37017323076725,0.0,,,,,
27.0,53.411376953125,165888,,,,,,,,,,,,,,,
27.0,56.202449798583984,166912,0.484814453125,0.2,0.0003,0.1075294,-0.02147703141745296,20.24074922800064,10.020166397094727,810,-3.3659439466893675,0.0,,,,,
27.0,59.327117919921875,167936,,,,,,,,,,,,,,,
27.0,54.26310729980469,168960,0.48564453125,0.2,0.0003,0.10071861,-0.029763116598041962,18.699330553412437,8.090248107910156,820,-3.357285653799772,0.0,,,,,
27.0,53.970767974853516,169984,,,,,,,,,,,,,,,
27.0,52.469505310058594,171008,0.47119140625,0.2,0.0003,0.09547588,-0.028137502627578213,15.807434365153313,9.651907920837402,830,-3.361377292871475,5.960464477539063e-08,,,,,
